,name,rating,reviews,type,hq,Average Salary,Latitude,Longitude
254,PolicyBazaar,3.6,(1.6k Reviews),Public,"Gurgaon,Haryana ",9000,28.477180000000033,77.06857000000008
255,Eureka Forbes,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
256,Landmark Group,4.2,(5k Reviews),Private,"Dubai Marina,Dubai ",6000,25.090500000000077,55.14755000000008
257,Cogent E Service...,3.4,(1.6k Reviews),Private,"Noida,Uttar Pradesh ",6000,28.533420000000035,77.38190000000003
258,Max Healthcare,4.1,(1.7k Reviews),Partnership,"Delhi/NCR,New Delhi ",6000,28.63095000000004,77.21721000000008
259,Lifestyle,4.4,(1.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",6000,12.966180000000065,77.58690000000007
260,Aakash Institute,3.7,(1.9k Reviews),Private,"New Delhi,Delhi ",8000,28.63095000000004,77.21721000000008
261,Aarti Industries,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra ",9000,18.940170000000023,72.83489000000003
262,Nestle,4.1,(1.7k Reviews),Public,Vevey ,7000,46.46228000000008,6.842970000000037
263,Escorts Group,4.2,(1.8k Reviews),Public,"Faridabad,Haryana ",6000,28.39262000000008,77.31268000000006
264,Reliance Digital,4.3,(1.6k Reviews),Private,"Mumbai,Maharashtra ",6000,18.940170000000023,72.83489000000003
265,Tata AIG,4.1,(1.6k Reviews),Private,"Mumbai,Maharashtra ",9000,18.940170000000023,72.83489000000003
266,Persistent Syste...,4.1,(1.6k Reviews),Public,"Pune,Maharashtra ",19000,18.504210000000057,73.85286000000008
267,R1 RCM,4.0,(1.6k Reviews),Private,"Murray,Utah ",10000,40.66231000000005,-111.88831999999996
268,Blue Dart Expres...,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
269,JMC Projects,4.3,(1.6k Reviews),Public,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
270,AFCONS Infrastru...,4.4,(1.6k Reviews),Partnership,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
271,Mankind Pharma,4.2,(1.8k Reviews),Private,"New Delhi,Delhi ",6000,28.63095000000004,77.21721000000008
272,HCL Infosystems,3.9,(1.6k Reviews),Public,"Noida,Uttar Pradesh ",9000,28.533420000000035,77.38190000000003
273,Pfizer,4.2,(4.9k Reviews),Public,"Chennai,Tamil Nadu ",5000,13.083750000000066,80.28256000000005
274,Life Insurance C...,4.3,(1.5k Reviews),Private,Mumbai ,5000,18.940170000000023,72.83489000000003
275,Voltas,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra ",7000,18.940170000000023,72.83489000000003
276,Access Healthcar...,4.1,(1.5k Reviews),Private,"Dallas,Texas ",11000,32.77822000000003,-96.79511999999994
277,I Process Servic...,4.0,(1.5k Reviews),Private,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
278,Delhi Public Sch...,3.9,(1.5k Reviews),Public,"Greater Noida,Uttar Pradesh ",5000,28.487580000000037,77.49572000000006
279,Paras Hospital,4.7,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana ",1000,28.477180000000033,77.06857000000008
280,Zensar Technolog...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra ",19000,18.504210000000057,73.85286000000008
281,Birla Sun Life I...,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra ",6000,18.940170000000023,72.83489000000003
282,G4S,4.1,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana ",4000,28.477180000000033,77.06857000000008
283,Exide Industries,3.8,(1.5k Reviews),Public,"Kolkata,West Bengal ",6000,22.57059000000004,88.37133000000006
284,Walmart,4.2,(12.9k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",11000,12.966180000000065,77.58690000000007
285,Aditya Birla Gro...,4.2,(16k Reviews),"Mumbai,Maharashtra + 193 more",165 years old,7000,,
286,Fiserv,3.9,(1.5k Reviews),Private,"Brookfield,Wisconsin ",15000,43.057570000000055,-88.12630999999999
287,Raymond,4.0,(1.8k Reviews),Public,New York ,6000,40.71455000000003,-74.00713999999994
288,Statestreet HCL ...,3.4,(1.5k Reviews),Private,New Delhi ,11000,28.63095000000004,77.21721000000008
289,Samsung Electron...,4.2,(1.5k Reviews),Noida + 170 more,,646000,18.776095735718457,100.77393496801147
290,United Phosphoru...,4.3,(1.5k Reviews),Public,"Mumbai,Maharashtra ",7000,18.940170000000023,72.83489000000003
291,Birlasoft,3.8,(1.4k Reviews),Public,"Pune,Maharashtra ",19000,18.504210000000057,73.85286000000008
292,Lenskart,3.1,(1.4k Reviews),Private,"Delhi,NCT ",6000,28.651950000000056,77.23149000000006
293,PepsiCo,4.2,(1.5k Reviews),Private,"Harrison,New York ",6000,40.97007000000008,-73.71222999999998
294,ACT Fibernet,4.1,(1.4k Reviews),Private,"Bengaluru/Bangalore,Karnataka ",5000,12.966180000000065,77.58690000000007
295,Micro Labs,3.8,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",7000,12.966180000000065,77.58690000000007
296,BHEL,4.2,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",4000,12.966180000000065,77.58690000000007
297,R.R. Donnelley,4.1,(1.4k Reviews),Private,"Chicago,Illinois ",8000,41.884250000000065,-87.63244999999995
298,PVR Cinemas,4.2,(1.4k Reviews),Public,Gurgaon ,4000,28.477180000000033,77.06857000000008
299,AGS Health,4.1,(1.4k Reviews),Private,Washington DC ,6000,38.890370000000075,-77.03195999999997
300,Legato Health Te...,4.1,(1.4k Reviews),LLP,"Bangalore/Bengaluru,Karnataka ",14000,12.966180000000065,77.58690000000007
301,TVS Supply Chain...,4.1,(1.5k Reviews),"Chennai,Tamil Nadu + 110 more",126 years old,7000,,
302,Tata Technologie...,3.6,(1.4k Reviews),Private,Singapore ,13000,1.2908800000000724,103.85239000000007
303,HDFC Sales,4.0,(1.4k Reviews),Private,"Mumbai,Maharashtra ",8000,18.940170000000023,72.83489000000003
304,Ajanta Pharma,4.0,(1.4k Reviews),Public,"Mumbai,Maharashtra ",6000,18.940170000000023,72.83489000000003
305,Poonawalla Finco...,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra ",4000,18.940170000000023,72.83489000000003
306,Renault-Nissan,4.1,(1.4k Reviews),Private,"Chennai,Tamil Nadu ",7000,13.083750000000066,80.28256000000005
307,Cholamandalam MS...,4.0,(1.4k Reviews),JV,"Chennai,Tamil Nadu ",5000,13.083750000000066,80.28256000000005
308,NIIT Technologie...,3.5,(1.4k Reviews),Public,"Noida,Uttar Pradesh ",10000,28.533420000000035,77.38190000000003
309,Blue Star,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra ",7000,18.940170000000023,72.83489000000003
310,The Himalaya Dru...,4.2,(1.4k Reviews),Private,"San Francisco,California ",5000,37.777120000000025,-122.41966999999994
311,Mahindra Holiday...,3.7,(1.4k Reviews),Private,"Chennai,Tamil Nadu ",5000,13.083750000000066,80.28256000000005
312,Britannia,4.1,(1.4k Reviews),Public,"Reading,Reading ",6000,40.33662000000004,-75.92783999999995
313,Sonalika Tractor...,3.9,(1.4k Reviews),Private,"Hoshiarpur,Punjab ",5000,31.53723000000008,75.91269000000005
314,Dalmia Bharat Ce...,4.1,(1.4k Reviews),Public,"Delhi/NCR,New Delhi ",6000,28.63095000000004,77.21721000000008
315,Emcure Pharmaceu...,4.0,(1.5k Reviews),Private,Pune ,6000,18.504210000000057,73.85286000000008
316,Societe Generale,3.9,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",14000,12.966180000000065,77.58690000000007
317,Johnson Controls,4.0,(2.2k Reviews),Public,Cork ,10000,51.898340000000076,-8.472789999999975
318,Extramarks Educa...,3.8,(1.4k Reviews),Private,"Noida,Uttar Pradesh ",7000,28.533420000000035,77.38190000000003
319,Exide Life Insur...,3.7,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka ",7000,12.966180000000065,77.58690000000007
320,Bajaj Allianz Ge...,4.3,(1.4k Reviews),Pune + 157 more,,5000,18.776095735718457,100.77393496801147
321,Mahindra Rural H...,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
322,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai ,8000,18.940170000000023,72.83489000000003
323,TVS Sundram Fast...,3.9,(1.3k Reviews),Public,"Chennai,Tamil Nadu ",5000,13.083750000000066,80.28256000000005
324,Reliance SMSL,4.1,(1.3k Reviews),Public,Mumbai ,5000,18.940170000000023,72.83489000000003
325,UNO Minda,4.1,(1.3k Reviews),Gurgaon + 63 more,64 years old,6000,9.49947000000003,76.34228000000007
326,Shahi Exports,4.1,(1.3k Reviews),Private,"Faridabad,Haryana ",5000,28.39262000000008,77.31268000000006
327,Yazaki,3.9,(1.3k Reviews),Private,"Tokyo,Tokyo ",5000,35.68945633000004,139.6917160900001
328,Ambuja Cements,4.0,(1.3k Reviews),Public,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
329,Tech Mahindra Bu...,3.5,(1.3k Reviews),Public,"Mumbai,Maharashtra ",8000,18.940170000000023,72.83489000000003
330,café Coffee day,4.1,(1.3k Reviews),Private,"Bengaluru,Karnataka ",4000,12.966180000000065,77.58690000000007
331,Big Bazaar,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
332,IGT Solutions,3.6,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana ",7000,28.477180000000033,77.06857000000008
333,Bhushan Power & ...,3.9,(1.3k Reviews),Private,"Delhi/NCR,New Delhi ",4000,28.63095000000004,77.21721000000008
334,Force Motors,3.4,(1.3k Reviews),Public,"Pune,Maharashtra ",6000,18.504210000000057,73.85286000000008
335,Indian Navy,4.7,(1.3k Reviews),Private,"Delhi/NCR,Delhi ",3000,28.63409000000007,77.21693000000005
336,Shriram City,4.1,(1.3k Reviews),Public,"Chennai,Tamil Nadu ",7000,13.083750000000066,80.28256000000005
337,Honda,4.2,(4.4k Reviews),Private,"Greater Noida,Uttar Pradesh ",5000,28.487580000000037,77.49572000000006
338,V-Mart,4.4,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana ",3000,28.477180000000033,77.06857000000008
339,Brakes India,4.2,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu ",5000,13.083750000000066,80.28256000000005
340,Indus Towers,4.0,(1.3k Reviews),Private,"Gurgaon,Haryana ",5000,28.477180000000033,77.06857000000008
341,CG Power and Ind...,3.8,(1.3k Reviews),Public,"Mumbai,Maharashtra ",6000,18.940170000000023,72.83489000000003
342,DS Group,4.1,(1.4k Reviews),Private,"Noida,Uttar Pradesh ",4000,28.533420000000035,77.38190000000003
343,TVS Credit,4.3,(1.3k Reviews),Public,"Chennai,Tamil Nadu ",5000,13.083750000000066,80.28256000000005
344,Parle Agro,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra ",6000,18.940170000000023,72.83489000000003
345,State Street Cor...,3.8,(1.5k Reviews),Private,"Boston,Massachusetts ",15000,42.35866000000004,-71.05673999999993
346,Sobha,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka ",6000,12.966180000000065,77.58690000000007
347,Datamatics Globa...,3.6,(1.7k Reviews),Public,Mumbai ,8000,18.940170000000023,72.83489000000003
348,Shree Cement,4.3,(1.3k Reviews),Public,"Kolkata,West Bengal ",7000,22.57059000000004,88.37133000000006
349,JK Tyres,3.9,(1.3k Reviews),Private,New Delhi ,5000,28.63095000000004,77.21721000000008
350,Thomson Reuters,4.3,(1.3k Reviews),Private,Toronto ,8000,43.65352400000006,-79.38390699999997
351,Whirlpool,4.2,(1.3k Reviews),Public,Michigan ,6000,44.12519983400006,-84.19669749999997
352,BlackBuck,4.0,(1.3k Reviews),Private,"Bangalore,Karnataka ",5000,12.966180000000065,77.58690000000007
353,Reliance Trends,4.3,(1.2k Reviews),Private,"Navi Mumbai,Maharashtra ",4000,19.032750000000078,73.02960000000007
354,Indiabulls,3.7,(4k Reviews),Public,"Gurgaon/Gurugram,Haryana ",5000,28.477180000000033,77.06857000000008
355,3i Infotech,3.6,(1.3k Reviews),Public,"Mumbai,Maharashtra ",8000,18.940170000000023,72.83489000000003
356,Myntra,4.2,(1.4k Reviews),Private,"Bangalore,Karnataka ",6000,12.966180000000065,77.58690000000007
357,Wockhardt,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra ",4000,18.940170000000023,72.83489000000003
358,GVK Emergency Ma...,3.8,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana ",3000,17.442620000000034,78.50195000000008
359,Lodha group,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra ",5000,18.940170000000023,72.83489000000003
360,Tata Motors Fina...,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra ",4000,18.940170000000023,72.83489000000003
361,Sterlite Technol...,4.2,(1.2k Reviews),Public,"Pune,Maharashtra ",7000,18.504210000000057,73.85286000000008
362,Bharti AXA Life ...,3.9,(1.2k Reviews),Private,Mumbai ,5000,18.940170000000023,72.83489000000003
363,Delphi TVS,4.0,(1.2k Reviews),Private,"Kanchipuram,Tamil Nadu ",4000,12.835150000000056,79.70006000000006
364,IKS Health,3.5,(1.2k Reviews),Private,"Mumbai,Maharashtra ",6000,18.940170000000023,72.83489000000003
365,Grasim Industrie...,4.2,(6.4k Reviews),Public,Nagda ,5000,23.45225000000005,75.41830000000004
366,ICICI Securities,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra ",7000,18.940170000000023,72.83489000000003
